Date,Time,Booking_ID,Booking_Status,Customer_ID,Vehicle_Type,Pickup_Location,Drop_Location,V_TAT,C_TAT,Canceled_Rides_by_Customer,Canceled_Rides_by_Driver,Incomplete_Rides,Incomplete_Rides_Reason,Booking_Value,Payment_Method,Ride_Distance,Driver_Ratings,Customer_Rating
20-06-2026 00:00,14:02,CNR8293602916,Canceled by Customer,CID330543,Mini,Karol Bagh,Noida Sector 142,null,null,Driver is not moving,null,null,null,727,null,0,null,null
12-06-2026 00:00,21:03,CNR7353679246,Success,CID262588,Prime Sedan,Manesar,Saket,266,100,null,null,No,null,121,UPI,31,3.9,4.2
29-06-2026 00:00,20:35,CNR2146557832,Success,CID628398,Auto,Shahdara,DLF Phase 3,210,40,null,null,No,null,1840,Cash,16,4.4,3.8
14-06-2026 00:00,19:48,CNR9974484741,Success,CID607398,eBike,Rajouri Garden,Golf Course Extension Road,266,70,null,null,No,null,160,Cash,18,4.5,4
20-06-2026 00:00,19:42,CNR5750959004,Success,CID794165,Prime SUV,Rajouri Garden,DLF Phase 3,42,95,null,null,No,null,684,UPI,26,5,4
01-06-2026 00:00,18:03,CNR4140489225,Success,CID408864,Mini,Sohna Road,Shahdara,133,35,null,null,No,null,476,Cash,25,3.6,3.5
04-06-2026 00:00,19:31,CNR3159364886,Success,CID774645,Bike,Greater Noida,Manesar,245,55,null,null,Yes,Other Issue,807,UPI,3,4.3,3.4
26-06-2026 00:00,21:58,CNR1706788157,Success,CID232373,Auto,Vivek Vihar,Noida Sector 62,245,95,null,null,No,null,265,Cash,1,4.5,4.5
24-06-2026 00:00,09:06,CNR9729764088,Success,CID836674,Prime SUV,Vasant Kunj,Chhatarpur,182,105,null,null,No,null,223,Cash,26,3.4,3.8
24-06-2026 00:00,21:51,CNR3421104979,Success,CID807988,Prime SUV,Noida Sector 76,Noida Sector 18,63,65,null,null,No,null,2502,Cash,17,3.7,3
13-06-2026 00:00,09:01,CNR3618379292,Canceled by Customer,CID930302,Bike,Vasant Kunj,Laxmi Nagar,null,null,Driver is not moving,null,null,null,336,null,0,null,null
30-06-2026 00:00,07:55,CNR1546777623,Canceled by Driver,CID184392,Bike,Greater Kailash,Lajpat Nagar,null,null,null,Customer related issue,null,null,137,null,0,null,null
29-06-2026 00:00,21:22,CNR5188104114,Canceled by Driver,CID781548,Prime Plus,Pitampura,Golf Course Extension Road,null,null,null,Customer related issue,null,null,133,null,0,null,null
25-06-2026 00:00,11:25,CNR4857234799,Canceled by Driver,CID667125,Auto,Saket,Noida Sector 76,null,null,null,More than permitted people in there,null,null,522,null,0,null,null
20-06-2026 00:00,18:12,CNR4214533446,Success,CID827077,Prime Sedan,Manesar,Noida City Centre,91,145,null,null,No,null,131,Cash,44,4.2,4.2
25-06-2026 00:00,18:35,CNR7300374393,Success,CID785764,Prime Plus,Lajpat Nagar,Noida Sector 76,238,80,null,null,No,null,832,UPI,36,4.1,4.6
12-06-2026 00:00,19:28,CNR4890691509,Canceled by Customer,CID697811,Mini,Udyog Vihar,Greater Noida,null,null,Driver is not moving,null,null,null,1302,null,0,null,null
17-06-2026 00:00,16:54,CNR6901751755,Canceled by Driver,CID556928,Prime Sedan,Dwarka,Palam Vihar,null,null,null,Customer related issue,null,null,454,null,0,null,null
26-06-2026 00:00,20:15,CNR5205634299,Success,CID141631,Auto,Noida Sector 76,Karol Bagh,77,115,null,null,No,null,330,UPI,19,4.4,4.5
12-06-2026 00:00,12:56,CNR6590762339,Success,CID883008,eBike,Pitampura,Sohna Road,63,25,null,null,No,null,293,Cash,24,3.8,3.1
09-06-2026 00:00,15:00,CNR9674154203,Driver Not Found,CID411848,Bike,Mayur Vihar,Vasant Kunj,null,null,null,null,null,null,132,null,0,null,null
05-06-2026 00:00,16:24,CNR1534193305,Success,CID788797,Prime Sedan,Okhla,Dwarka,77,120,null,null,No,null,388,Cash,48,4.6,3.2
16-06-2026 00:00,18:26,CNR4411487644,Driver Not Found,CID504198,Auto,Golf Course Extension Road,IGI Airport,null,null,null,null,null,null,206,null,0,null,null
01-06-2026 00:00,21:03,CNR3606043825,Success,CID637535,Prime Sedan,Sohna Road,Connaught Place,231,130,null,null,No,null,347,Cash,5,3.6,3.2
18-06-2026 00:00,20:23,CNR2392401040,Canceled by Customer,CID889976,eBike,Vivek Vihar,Chhatarpur,null,null,Driver is not moving,null,null,null,357,null,0,null,null
20-06-2026 00:00,09:23,CNR2080883589,Success,CID942571,Prime SUV,Shahdara,Rajouri Garden,175,35,null,null,No,null,132,UPI,35,3.5,3.7
10-06-2026 00:00,14:33,CNR6324229338,Success,CID309850,Prime SUV,Chhatarpur,Gurugram Railway Station,245,75,null,null,No,null,235,Cash,14,4.4,4.2
01-06-2026 00:00,02:45,CNR3227543701,Success,CID565080,Mini,Sohna Road,Hauz Khas,280,125,null,null,No,null,685,Cash,20,3.5,3.2
02-06-2026 00:00,20:13,CNR7913744835,Driver Not Found,CID174810,Auto,Karol Bagh,Mayur Vihar,null,null,null,null,null,null,447,null,0,null,null
10-06-2026 00:00,19:40,CNR9277043549,Driver Not Found,CID825092,Prime SUV,Hauz Khas,Noida Sector 150,null,null,null,null,null,null,2164,null,0,null,null
30-06-2026 00:00,18:36,CNR8250194343,Canceled by Driver,CID966843,Prime Plus,Gurugram Cyber City,Noida Sector 137,null,null,null,Personal & Car related issue,null,null,569,null,0,null,null
27-06-2026 00:00,08:40,CNR8196586408,Success,CID503641,eBike,Okhla,MG Road Gurugram,161,30,null,null,No,null,616,Cash,6,4.7,5
06-06-2026 00:00,20:05,CNR2756747829,Driver Not Found,CID318748,Bike,Noida City Centre,New Delhi Railway Station,null,null,null,null,null,null,144,null,0,null,null
21-06-2026 00:00,18:22,CNR5418361098,Success,CID871466,Bike,Udyog Vihar,DLF Phase 3,112,80,null,null,Yes,Customer Demand,309,UPI,21,3.4,4.4
20-06-2026 00:00,14:48,CNR1233339240,Success,CID191750,Auto,New Delhi Railway Station,Mayur Vihar,126,65,null,null,No,null,756,Cash,17,3.8,4
07-06-2026 00:00,20:54,CNR8214388305,Canceled by Driver,CID848481,eBike,Mehrauli,Anand Vihar,null,null,null,Personal & Car related issue,null,null,2897,null,0,null,null
06-06-2026 00:00,21:20,CNR1812589665,Success,CID354932,eBike,Golf Course Extension Road,Noida Sector 76,105,40,null,null,No,null,1134,Cash,13,3.1,4.6
20-06-2026 00:00,19:42,CNR3723057445,Canceled by Customer,CID628888,Prime SUV,Nehru Place,Rajouri Garden,null,null,Driver asked to cancel,null,null,null,485,null,0,null,null
11-06-2026 00:00,17:55,CNR7472625477,Success,CID204888,Bike,Noida Sector 142,Vivek Vihar,273,70,null,null,No,null,2530,Cash,26,3.7,4.5
16-06-2026 00:00,18:26,CNR8411142564,Driver Not Found,CID939774,eBike,Noida City Centre,Noida Sector 142,null,null,null,null,null,null,483,null,0,null,null
17-06-2026 00:00,18:03,CNR9662810137,Canceled by Driver,CID891431,Mini,Preet Vihar,DLF Phase 3,null,null,null,Customer was coughing/sick,null,null,2543,null,0,null,null
28-06-2026 00:00,10:23,CNR5096952654,Driver Not Found,CID168768,Bike,Nehru Place,Noida Sector 150,null,null,null,null,null,null,458,null,0,null,null
10-06-2026 00:00,08:23,CNR5545242025,Success,CID800589,Prime SUV,Mehrauli,Preet Vihar,56,35,null,null,No,null,368,Credit Card,20,3.3,3.9
29-06-2026 00:00,17:04,CNR2742896161,Success,CID364339,eBike,Mayur Vihar,Aerocity,210,125,null,null,No,null,624,Cash,27,3.3,4.7
24-06-2026 00:00,18:14,CNR7179865067,Canceled by Driver,CID623335,Prime SUV,Noida Sector 142,Laxmi Nagar,null,null,null,Personal & Car related issue,null,null,170,null,0,null,null
11-06-2026 00:00,21:22,CNR3243529045,Success,CID502480,Mini,Noida Sector 18,Manesar,70,100,null,null,No,null,385,Cash,6,4.7,3.9
19-06-2026 00:00,13:01,CNR6936928908,Success,CID189183,Mini,Sohna Road,New Delhi Railway Station,294,145,null,null,No,null,460,Cash,19,3.7,4
28-06-2026 00:00,16:03,CNR7110942320,Success,CID511230,Bike,Vasant Kunj,Gurugram Railway Station,273,50,null,null,No,null,172,Cash,42,4,3.5
16-06-2026 00:00,16:46,CNR5862489091,Canceled by Driver,CID584430,Prime SUV,Connaught Place,Saket,null,null,null,Personal & Car related issue,null,null,369,null,0,null,null
26-06-2026 00:00,23:18,CNR7321725592,Success,CID879008,Prime Plus,Noida City Centre,Vivek Vihar,49,45,null,null,No,null,957,Credit Card,9,4.8,4.3
21-06-2026 00:00,15:55,CNR7849718347,Success,CID331377,Bike,Noida Sector 93,Saket,63,90,null,null,No,null,161,UPI,29,4.7,4.7
20-06-2026 00:00,10:36,CNR7192848755,Success,CID520894,Mini,Gurugram Cyber City,Karol Bagh,217,80,null,null,No,null,449,Cash,14,4.8,4.8
09-06-2026 00:00,10:38,CNR7890296921,Success,CID551366,Prime Plus,Laxmi Nagar,Janakpuri,301,25,null,null,No,null,907,Cash,21,4.3,4.3
18-06-2026 00:00,07:37,CNR6341156201,Driver Not Found,CID662283,eBike,Greater Noida,Noida Sector 15,null,null,null,null,null,null,348,null,0,null,null
06-06-2026 00:00,14:58,CNR3751993347,Success,CID339808,Prime Sedan,Greater Noida,Connaught Place,77,25,null,null,No,null,356,Cash,31,4.1,5
03-06-2026 00:00,18:14,CNR2863585871,Canceled by Driver,CID926940,Prime Sedan,Gurugram Cyber City,DLF Phase 3,null,null,null,More than permitted people in there,null,null,754,null,0,null,null
22-06-2026 00:00,22:26,CNR5020328609,Success,CID256717,Auto,Noida Sector 142,Chhatarpur,112,140,null,null,No,null,443,Cash,7,4,3.3
17-06-2026 00:00,18:41,CNR6368175462,Canceled by Driver,CID898294,Prime Sedan,Malviya Nagar,Noida Sector 15,null,null,null,Customer was coughing/sick,null,null,425,null,0,null,null
28-06-2026 00:00,22:49,CNR6073374236,Success,CID278418,Prime Sedan,Udyog Vihar,Hauz Khas,63,145,null,null,No,null,558,UPI,2,4.4,3.3
22-06-2026 00:00,16:45,CNR3706067948,Canceled by Customer,CID690976,Prime SUV,Rajouri Garden,Saket,null,null,Driver asked to cancel,null,null,null,126,null,0,null,null
24-06-2026 00:00,17:39,CNR5877891823,Success,CID951192,Bike,Preet Vihar,Sector 29 Gurugram,294,50,null,null,No,null,242,UPI,45,3.6,3.1
13-06-2026 00:00,19:06,CNR7617825566,Success,CID726170,Prime SUV,Vasant Kunj,Nehru Place,196,25,null,null,No,null,267,Cash,36,4.6,3.2
12-06-2026 00:00,15:23,CNR5229950762,Canceled by Driver,CID757709,Mini,Preet Vihar,Palam Vihar,null,null,null,Personal & Car related issue,null,null,882,null,0,null,null
14-06-2026 00:00,20:23,CNR8557853690,Success,CID913733,Prime Plus,Golf Course Road,Noida Sector 18,49,60,null,null,No,null,817,Cash,17,5,3.3
15-06-2026 00:00,18:05,CNR2959210819,Canceled by Customer,CID466453,Auto,Aerocity,Noida Sector 93,null,null,Driver is not moving,null,null,null,192,null,0,null,null
21-06-2026 00:00,12:29,CNR5007642626,Success,CID636597,Mini,MG Road Gurugram,Mayur Vihar,147,45,null,null,No,null,104,UPI,3,4.9,3.8
15-06-2026 00:00,13:44,CNR4151362962,Success,CID659005,Prime Sedan,Dwarka,Karol Bagh,294,110,null,null,Yes,Vehicle Breakdown,104,Cash,34,4.6,3.3
25-06-2026 00:00,11:56,CNR6975711167,Success,CID384952,Bike,Noida Sector 150,Shahdara,35,135,null,null,No,null,2959,Cash,49,4,3.2
10-06-2026 00:00,11:52,CNR6686267850,Success,CID212469,Bike,Chhatarpur,Karol Bagh,126,70,null,null,No,null,696,Cash,9,3.1,4.9
22-06-2026 00:00,16:44,CNR6291097394,Success,CID654252,Prime Sedan,Laxmi Nagar,Vasant Kunj,287,25,null,null,No,null,934,UPI,7,4.7,3.8
07-06-2026 00:00,21:00,CNR4999358510,Success,CID183599,Auto,IGI Airport,Malviya Nagar,175,90,null,null,No,null,1205,Cash,6,4,3.9
29-06-2026 00:00,22:32,CNR5679157395,Success,CID695667,Prime SUV,Gurugram Cyber City,Golf Course Extension Road,182,40,null,null,No,null,433,UPI,8,3.9,4.4
24-06-2026 00:00,20:07,CNR5055185978,Success,CID149852,Prime Sedan,Palam Vihar,Pitampura,105,40,null,null,No,null,305,Cash,30,4.6,3.4
20-06-2026 00:00,17:05,CNR1336121712,Success,CID858808,Prime Plus,Laxmi Nagar,Sector 29 Gurugram,119,45,null,null,Yes,Vehicle Breakdown,415,UPI,24,3.1,4.1
29-06-2026 00:00,19:26,CNR1939110893,Success,CID568820,Prime SUV,Hauz Khas,Saket,70,115,null,null,No,null,921,UPI,22,3.4,4.9
26-06-2026 00:00,13:22,CNR1349213662,Success,CID693769,Auto,Noida Sector 137,Malviya Nagar,210,135,null,null,No,null,344,Cash,15,3.6,4.7
05-06-2026 00:00,20:35,CNR7058285881,Success,CID180604,Prime Plus,Connaught Place,Anand Vihar,168,145,null,null,No,null,375,Cash,13,4,3.1
26-06-2026 00:00,15:51,CNR1721938125,Canceled by Driver,CID151690,Auto,MG Road Gurugram,Laxmi Nagar,null,null,null,Customer related issue,null,null,172,null,0,null,null
18-06-2026 00:00,17:11,CNR5513446260,Success,CID583465,Mini,Udyog Vihar,Noida Sector 93,252,40,null,null,No,null,519,UPI,32,3.2,4.8
08-06-2026 00:00,09:50,CNR5054900051,Success,CID462068,Auto,Karkardooma,IGI Airport,35,25,null,null,No,null,106,Cash,16,3.1,3.9
27-06-2026 00:00,18:27,CNR4894350601,Success,CID673594,Auto,Palam Vihar,New Delhi Railway Station,49,110,null,null,No,null,239,Cash,11,3.7,4.9
13-06-2026 00:00,09:25,CNR8182554947,Driver Not Found,CID783362,eBike,Shahdara,Karkardooma,null,null,null,null,null,null,512,null,0,null,null
24-06-2026 00:00,21:43,CNR7342690568,Success,CID743195,eBike,Shahdara,Dwarka,91,70,null,null,No,null,408,UPI,13,4,3.6
07-06-2026 00:00,21:06,CNR3775922700,Canceled by Driver,CID183928,eBike,Preet Vihar,DLF Phase 3,null,null,null,Customer related issue,null,null,122,null,0,null,null
20-06-2026 00:00,16:31,CNR6878689002,Success,CID973538,Auto,Dwarka,Janakpuri,140,60,null,null,No,null,226,Cash,11,4,3.3
14-06-2026 00:00,08:56,CNR9260570071,Driver Not Found,CID681362,eBike,Pitampura,Malviya Nagar,null,null,null,null,null,null,1447,null,0,null,null
16-06-2026 00:00,18:31,CNR5670521311,Success,CID855192,Auto,Noida Sector 142,Golf Course Extension Road,91,45,null,null,No,null,2693,UPI,17,4.7,4
20-06-2026 00:00,12:45,CNR1568412559,Success,CID741934,eBike,Noida Sector 62,Sector 29 Gurugram,266,125,null,null,No,null,710,Cash,19,4.3,4.3
12-06-2026 00:00,18:00,CNR1970008780,Canceled by Driver,CID509887,Prime SUV,Dwarka,IGI Airport,null,null,null,Customer related issue,null,null,223,null,0,null,null
15-06-2026 00:00,07:16,CNR4035650388,Canceled by Driver,CID211803,eBike,Noida Sector 15,Greater Kailash,null,null,null,Personal & Car related issue,null,null,454,null,0,null,null
06-06-2026 00:00,12:39,CNR1057603341,Success,CID710308,Auto,IGI Airport,DLF Phase 1,84,110,null,null,No,null,210,UPI,7,3.5,3.9
21-06-2026 00:00,17:44,CNR8469609801,Canceled by Driver,CID840583,Bike,Malviya Nagar,DLF Phase 3,null,null,null,Personal & Car related issue,null,null,2914,null,0,null,null
12-06-2026 00:00,16:36,CNR5096653518,Success,CID300221,Bike,Janakpuri,Anand Vihar,35,50,null,null,No,null,233,Cash,49,3.5,3.3
17-06-2026 00:00,20:41,CNR5552215261,Canceled by Driver,CID959916,Prime SUV,Janakpuri,Noida Sector 93,null,null,null,Personal & Car related issue,null,null,736,null,0,null,null
09-06-2026 00:00,15:46,CNR2419853484,Success,CID284220,Prime Plus,Malviya Nagar,Manesar,91,40,null,null,No,null,851,UPI,49,4.4,3.5
13-06-2026 00:00,11:47,CNR2922041929,Canceled by Driver,CID363744,Prime Sedan,Dwarka,Okhla,null,null,null,Personal & Car related issue,null,null,121,null,0,null,null
16-06-2026 00:00,18:20,CNR6083325983,Canceled by Customer,CID555385,Prime SUV,Okhla,Greater Noida,null,null,Driver is not moving,null,null,null,869,null,0,null,null
23-06-2026 00:00,20:51,CNR7713197366,Success,CID115196,Prime SUV,DLF Phase 3,Rohini,70,65,null,null,No,null,307,UPI,15,4.6,4.6
25-06-2026 00:00,20:16,CNR9649352711,Success,CID932696,Auto,Mehrauli,Aerocity,231,90,null,null,No,null,256,UPI,16,3.8,3.7
08-06-2026 00:00,21:21,CNR2527895867,Success,CID963545,eBike,Lajpat Nagar,Vivek Vihar,273,65,null,null,No,null,163,Credit Card,49,4.2,3.6
06-06-2026 00:00,15:31,CNR8364233070,Success,CID363333,Bike,Noida Sector 150,Preet Vihar,203,105,null,null,Yes,Customer Demand,456,Cash,13,4.3,4
27-06-2026 00:00,16:35,CNR8219845742,Success,CID291300,Prime SUV,Noida City Centre,Chhatarpur,280,130,null,null,No,null,124,Cash,9,4.8,4.6
27-06-2026 00:00,17:02,CNR3429234161,Success,CID232965,Auto,Connaught Place,DLF Phase 3,147,120,null,null,No,null,125,Cash,12,3.1,3.8
15-06-2026 00:00,20:06,CNR1055750005,Driver Not Found,CID336114,Bike,Golf Course Road,Noida Sector 62,null,null,null,null,null,null,285,null,0,null,null
05-06-2026 00:00,15:52,CNR6942947631,Success,CID309238,Mini,Nehru Place,IGI Airport,161,90,null,null,No,null,786,Cash,29,4.7,4.2
01-06-2026 00:00,15:36,CNR3717615082,Success,CID549503,Mini,MG Road Gurugram,Noida Sector 15,112,120,null,null,No,null,208,Cash,27,3.8,4.1
03-06-2026 00:00,06:34,CNR7633615180,Canceled by Driver,CID226856,Auto,Anand Vihar,Greater Kailash,null,null,null,Customer was coughing/sick,null,null,320,null,0,null,null
27-06-2026 00:00,05:32,CNR6216055901,Success,CID380535,Bike,Hauz Khas,Mayur Vihar,182,85,null,null,No,null,2047,UPI,37,3.5,4.7
02-06-2026 00:00,19:58,CNR1462378973,Success,CID553629,Prime Plus,Preet Vihar,Dwarka,245,135,null,null,No,null,471,Cash,26,4.9,4.4
06-06-2026 00:00,08:44,CNR1359774543,Success,CID362414,Auto,Malviya Nagar,Noida Sector 93,77,105,null,null,No,null,326,Cash,2,3.9,3.3
08-06-2026 00:00,22:46,CNR9783164551,Canceled by Driver,CID893154,Prime SUV,Chhatarpur,Aerocity,null,null,null,Customer related issue,null,null,268,null,0,null,null
05-06-2026 00:00,15:29,CNR1463245086,Success,CID515575,Auto,DLF Phase 1,Saket,98,120,null,null,No,null,166,Cash,12,4.7,4.5
26-06-2026 00:00,19:32,CNR4960250500,Success,CID430247,Prime Sedan,Hauz Khas,Mayur Vihar,49,120,null,null,No,null,208,Cash,33,4,4.6
07-06-2026 00:00,00:59,CNR9893681647,Canceled by Customer,CID225340,Mini,Vasant Kunj,Connaught Place,null,null,Driver asked to cancel,null,null,null,2030,null,0,null,null
29-06-2026 00:00,13:42,CNR4494610102,Success,CID192129,Prime Sedan,Malviya Nagar,Greater Noida,287,90,null,null,No,null,205,UPI,40,4.7,4.6
15-06-2026 00:00,14:12,CNR6966038145,Canceled by Driver,CID339303,Prime Plus,Pitampura,Udyog Vihar,null,null,null,Customer was coughing/sick,null,null,118,null,0,null,null
15-06-2026 00:00,11:03,CNR8270348750,Success,CID551112,Mini,Karkardooma,Gurugram Cyber City,70,55,null,null,No,null,2456,UPI,9,4.8,3.8
17-06-2026 00:00,12:15,CNR5576505999,Success,CID247244,Prime SUV,Vivek Vihar,MG Road Gurugram,196,35,null,null,No,null,304,UPI,42,4.3,3.3
19-06-2026 00:00,11:03,CNR8961902697,Success,CID711424,eBike,Rajouri Garden,Gurugram Railway Station,42,80,null,null,Yes,Customer Demand,487,UPI,31,4.9,4.4
18-06-2026 00:00,01:23,CNR6448570562,Success,CID239196,Auto,Vivek Vihar,Rohini,91,45,null,null,No,null,211,UPI,5,4.2,3.9
19-06-2026 00:00,14:16,CNR3555437259,Driver Not Found,CID246544,Prime SUV,Gurugram Railway Station,Noida Sector 150,null,null,null,null,null,null,218,null,0,null,null
15-06-2026 00:00,20:10,CNR9501656105,Success,CID630533,Auto,Pitampura,Nehru Place,154,25,null,null,No,null,554,Cash,14,3.4,3.1
07-06-2026 00:00,17:50,CNR5610688312,Driver Not Found,CID831009,Prime SUV,Chhatarpur,Mayur Vihar,null,null,null,null,null,null,2755,null,0,null,null
01-06-2026 00:00,14:24,CNR5547698113,Success,CID811231,Prime Plus,Rajouri Garden,Noida Sector 18,175,60,null,null,No,null,831,Cash,10,3.3,4.5
10-06-2026 00:00,17:28,CNR6227763125,Driver Not Found,CID888883,Bike,Noida Sector 18,MG Road Gurugram,null,null,null,null,null,null,195,null,0,null,null
16-06-2026 00:00,11:21,CNR2562034569,Canceled by Driver,CID202724,Prime Sedan,Karol Bagh,IGI Airport,null,null,null,Customer was coughing/sick,null,null,157,null,0,null,null
16-06-2026 00:00,00:07,CNR2278304991,Canceled by Customer,CID291457,Prime Plus,Noida Sector 76,Aerocity,null,null,Driver is not moving,null,null,null,377,null,0,null,null
20-06-2026 00:00,12:40,CNR4517229806,Success,CID849507,Mini,New Delhi Railway Station,Karkardooma,224,140,null,null,No,null,407,Cash,8,4.9,3.3
25-06-2026 00:00,19:18,CNR7570068253,Success,CID902730,Prime Plus,Rohini,Sohna Road,140,80,null,null,No,null,446,Cash,19,4.3,4.3
13-06-2026 00:00,19:21,CNR4708737343,Canceled by Driver,CID896106,Bike,Connaught Place,Nehru Place,null,null,null,Personal & Car related issue,null,null,456,null,0,null,null
05-06-2026 00:00,19:16,CNR9895887673,Success,CID759931,Prime Sedan,Malviya Nagar,Rohini,77,55,null,null,No,null,2167,Cash,6,4.4,3.8
28-06-2026 00:00,21:15,CNR7551375384,Success,CID381394,Prime Sedan,Noida Sector 18,Manesar,231,25,null,null,No,null,120,UPI,32,3.1,3.4
17-06-2026 00:00,17:56,CNR4758490593,Success,CID835989,Bike,Mehrauli,Mayur Vihar,245,120,null,null,Yes,Vehicle Breakdown,256,UPI,36,3.8,3.5
11-06-2026 00:00,09:24,CNR2653367578,Driver Not Found,CID949130,Prime SUV,Chhatarpur,Pitampura,null,null,null,null,null,null,634,null,0,null,null
10-06-2026 00:00,19:29,CNR4928182018,Canceled by Driver,CID919969,Prime Sedan,Noida City Centre,Golf Course Road,null,null,null,Personal & Car related issue,null,null,512,null,0,null,null
19-06-2026 00:00,19:32,CNR4876684089,Success,CID543568,Bike,Mayur Vihar,Sohna Road,49,50,null,null,No,null,431,Cash,23,4,3.6
04-06-2026 00:00,22:41,CNR3618852886,Success,CID146592,eBike,New Delhi Railway Station,Okhla,259,100,null,null,No,null,597,Cash,32,3.8,4.4
15-06-2026 00:00,10:22,CNR1490750220,Canceled by Driver,CID983943,Prime Plus,Noida Sector 62,Udyog Vihar,null,null,null,Customer was coughing/sick,null,null,250,null,0,null,null
18-06-2026 00:00,08:44,CNR4096066407,Success,CID103161,Auto,Laxmi Nagar,Sohna Road,154,105,null,null,No,null,344,Cash,19,4.4,4.4
05-06-2026 00:00,20:28,CNR1653140972,Canceled by Customer,CID797747,Mini,Noida Sector 76,Rajouri Garden,null,null,Driver is not moving,null,null,null,292,null,0,null,null
29-06-2026 00:00,15:17,CNR2256576201,Success,CID401829,Mini,MG Road Gurugram,Golf Course Road,133,70,null,null,No,null,467,Cash,42,4.4,4.6
16-06-2026 00:00,21:33,CNR9209421238,Canceled by Customer,CID218504,Prime Plus,Palam Vihar,Noida Sector 76,null,null,Driver is not moving,null,null,null,200,null,0,null,null
02-06-2026 00:00,15:11,CNR4592321965,Canceled by Driver,CID828063,Bike,Sohna Road,Palam Vihar,null,null,null,More than permitted people in there,null,null,165,null,0,null,null
30-06-2026 00:00,18:41,CNR5953922226,Success,CID390419,eBike,Hauz Khas,Laxmi Nagar,203,145,null,null,No,null,406,UPI,5,4.8,4.8
13-06-2026 00:00,10:41,CNR7175214991,Canceled by Driver,CID385362,Auto,Chhatarpur,Rajouri Garden,null,null,null,Personal & Car related issue,null,null,1674,null,0,null,null
06-06-2026 00:00,19:06,CNR4533288786,Success,CID475843,Prime Sedan,Noida Sector 62,Laxmi Nagar,238,70,null,null,No,null,497,UPI,43,3.8,4.2
29-06-2026 00:00,19:59,CNR6287078401,Success,CID970876,Prime Plus,Noida Sector 15,Karol Bagh,35,55,null,null,No,null,441,Cash,25,3.6,4.4
05-06-2026 00:00,09:26,CNR1677702868,Success,CID404083,Prime Sedan,Golf Course Road,Noida Sector 76,196,120,null,null,No,null,650,Cash,39,3.8,4
10-06-2026 00:00,09:37,CNR1620238016,Success,CID726658,Prime Plus,Noida Sector 142,Gurugram Railway Station,224,125,null,null,No,null,285,Cash,45,3.4,4.2
25-06-2026 00:00,17:04,CNR1243032326,Success,CID797082,Bike,Anand Vihar,DLF Phase 1,294,45,null,null,No,null,539,Cash,12,3.5,3.1
14-06-2026 00:00,18:03,CNR1802478934,Success,CID304784,Bike,Gurugram Cyber City,DLF Phase 1,217,35,null,null,No,null,245,UPI,41,3.6,3.4
30-06-2026 00:00,13:39,CNR5444032091,Success,CID160093,Prime SUV,Sohna Road,Dwarka,175,140,null,null,No,null,196,Cash,26,4.2,3.6
29-06-2026 00:00,20:41,CNR2565337051,Canceled by Driver,CID629737,eBike,Greater Noida,Laxmi Nagar,null,null,null,More than permitted people in there,null,null,493,null,0,null,null
10-06-2026 00:00,22:19,CNR2347503147,Canceled by Customer,CID762394,Auto,Noida Sector 150,Noida Sector 62,null,null,AC is Not working,null,null,null,304,null,0,null,null
21-06-2026 00:00,08:22,CNR5204595843,Success,CID316900,Prime Plus,Mehrauli,IGI Airport,91,50,null,null,No,null,106,UPI,29,3.7,3.6
09-06-2026 00:00,17:40,CNR4047703442,Success,CID551655,Bike,Hauz Khas,Mehrauli,140,125,null,null,No,null,264,Cash,5,4.1,4.3
15-06-2026 00:00,21:56,CNR9420282397,Success,CID391458,Bike,Noida Sector 18,Rohini,266,130,null,null,No,null,1491,UPI,19,4.2,4.5
18-06-2026 00:00,07:09,CNR8218067626,Success,CID467398,Prime Sedan,Laxmi Nagar,Karkardooma,196,140,null,null,No,null,778,UPI,37,4.2,3.8
18-06-2026 00:00,19:54,CNR1631802029,Canceled by Customer,CID510433,eBike,Noida Sector 15,Janakpuri,null,null,AC is Not working,null,null,null,261,null,0,null,null
24-06-2026 00:00,16:43,CNR1928120063,Canceled by Driver,CID876888,Prime Plus,Laxmi Nagar,Rajouri Garden,null,null,null,Personal & Car related issue,null,null,126,null,0,null,null
25-06-2026 00:00,03:45,CNR1051974261,Success,CID132264,Bike,Palam Vihar,Greater Noida,84,25,null,null,No,null,334,UPI,36,4.6,3.6
28-06-2026 00:00,07:31,CNR6765539373,Success,CID332401,eBike,MG Road Gurugram,Anand Vihar,238,145,null,null,No,null,255,Cash,30,3.8,3.9
13-06-2026 00:00,07:06,CNR9850054116,Canceled by Driver,CID875491,Prime Plus,Greater Noida,Palam Vihar,null,null,null,Personal & Car related issue,null,null,2151,null,0,null,null
22-06-2026 00:00,08:28,CNR5904853433,Canceled by Driver,CID833100,Bike,Noida Sector 142,Noida Sector 18,null,null,null,Personal & Car related issue,null,null,399,null,0,null,null
04-06-2026 00:00,13:18,CNR4775903403,Canceled by Customer,CID948042,Prime Sedan,Sector 29 Gurugram,Mayur Vihar,null,null,AC is Not working,null,null,null,107,null,0,null,null
12-06-2026 00:00,21:43,CNR4361441478,Success,CID665176,Mini,Greater Noida,Mehrauli,266,45,null,null,No,null,1388,Cash,20,4.8,4.1
06-06-2026 00:00,17:52,CNR6807144951,Driver Not Found,CID381415,Prime Plus,Sohna Road,Noida Sector 142,null,null,null,null,null,null,850,null,0,null,null
